Id,CategoryId,DatasetId,UserCompletedDatasetId,Rank,UserId
4664,100,1327,933,4,124
4665,100,1327,933,5,124
4666,103,1331,934,1,124
4667,108,1331,934,2,124
4668,105,1331,934,3,124
4669,100,1331,934,4,124
4670,100,1331,934,5,124
4671,102,1333,935,1,124
4672,103,1333,935,2,124
4673,105,1333,935,3,124
4674,100,1333,935,4,124
4675,100,1333,935,5,124
4676,123,1330,936,1,124
4677,128,1330,936,2,124
4678,131,1330,936,3,124
4679,100,1330,936,4,124
4680,100,1330,936,5,124
4681,111,1335,937,1,124
4682,100,1335,937,2,124
4683,100,1335,937,3,124
4684,100,1335,937,4,124
4685,100,1335,937,5,124
4686,114,1336,938,1,124
4687,123,1336,938,2,124
4688,100,1336,938,3,124
4689,100,1336,938,4,124
4690,100,1336,938,5,124
4691,102,1334,939,1,124
4692,105,1334,939,2,124
4693,100,1334,939,3,124
4694,100,1334,939,4,124
4695,100,1334,939,5,124
4696,114,1337,940,1,124
4697,105,1337,940,2,124
4698,100,1337,940,3,124
4699,100,1337,940,4,124
4700,100,1337,940,5,124
4701,114,1340,941,1,124
4702,111,1340,941,2,124
4703,100,1340,941,3,124
4704,100,1340,941,4,124
4705,100,1340,941,5,124
4706,102,1349,942,1,124
4707,105,1349,942,2,124
4708,131,1349,942,3,124
4709,100,1349,942,4,124
4710,100,1349,942,5,124
4711,114,1342,943,1,124
4712,108,1342,943,2,124
4713,111,1342,943,3,124
4714,100,1342,943,4,124
4715,100,1342,943,5,124
4716,130,1339,944,1,124
4717,118,1339,944,2,124
4718,131,1339,944,3,124
4719,100,1339,944,4,124
4720,100,1339,944,5,124
4721,119,1338,945,1,124
4722,111,1338,945,2,124
4723,100,1338,945,3,124
4724,100,1338,945,4,124
4725,100,1338,945,5,124
4726,102,1348,946,1,124
4727,105,1348,946,2,124
4728,131,1348,946,3,124
4729,100,1348,946,4,124
4730,100,1348,946,5,124
4731,102,1343,947,1,124
4732,103,1343,947,2,124
4733,131,1343,947,3,124
4734,111,1343,947,4,124
4735,100,1343,947,5,124
4736,102,1332,948,1,124
4737,108,1332,948,2,124
4738,114,1332,948,3,124
4739,111,1332,948,4,124
4740,100,1332,948,5,124
4741,102,1344,949,1,124
4742,105,1344,949,2,124
4743,111,1344,949,3,124
4744,131,1344,949,4,124
4745,100,1344,949,5,124
4746,102,1345,950,1,124
4747,108,1345,950,2,124
4748,131,1345,950,3,124
4749,111,1345,950,4,124
4750,100,1345,950,5,124
4751,123,1353,951,1,124
4752,111,1353,951,2,124
4753,100,1353,951,3,124
4754,100,1353,951,4,124
4755,100,1353,951,5,124
4756,103,1354,952,1,124
4757,114,1354,952,2,124
4758,111,1354,952,3,124
4759,100,1354,952,4,124
4760,100,1354,952,5,124
4761,102,1355,953,1,124
4762,108,1355,953,2,124
4763,111,1355,953,3,124
4764,100,1355,953,4,124
4765,100,1355,953,5,124
4766,101,1347,954,1,124
4767,111,1347,954,2,124
4768,100,1347,954,3,124
4769,100,1347,954,4,124
4770,100,1347,954,5,124
4771,130,1351,955,1,124
4772,131,1351,955,2,124
4773,100,1351,955,3,124
4774,100,1351,955,4,124
4775,100,1351,955,5,124
4776,130,1350,956,1,124
4777,131,1350,956,2,124
4778,100,1350,956,3,124
4779,100,1350,956,4,124
4780,100,1350,956,5,124
4781,101,1356,957,1,124
4782,123,1356,957,2,124
4783,111,1356,957,3,124
4784,100,1356,957,4,124
4785,100,1356,957,5,124
4786,102,1360,958,1,124
4787,105,1360,958,2,124
4788,131,1360,958,3,124
4789,111,1360,958,4,124
4790,100,1360,958,5,124
4791,104,1358,959,1,124
4792,105,1358,959,2,124
4793,110,1358,959,3,124
4794,100,1358,959,4,124
4795,100,1358,959,5,124
4796,101,1357,960,1,124
4797,111,1357,960,2,124
4798,100,1357,960,3,124
4799,100,1357,960,4,124
4800,100,1357,960,5,124
4801,101,1352,961,1,124
4802,108,1352,961,2,124
4803,111,1352,961,3,124
4804,100,1352,961,4,124
4805,100,1352,961,5,124
4806,102,1359,962,1,124
4807,105,1359,962,2,124
4808,131,1359,962,3,124
4809,111,1359,962,4,124
4810,100,1359,962,5,124
4811,101,1367,963,1,124
4812,111,1367,963,2,124
4813,100,1367,963,3,124
4814,100,1367,963,4,124
4815,100,1367,963,5,124
4816,101,1366,964,1,124
4817,111,1366,964,2,124
4818,100,1366,964,3,124
4819,100,1366,964,4,124
4820,100,1366,964,5,124
4821,101,1365,965,1,124
4822,123,1365,965,2,124
4823,111,1365,965,3,124
4824,100,1365,965,4,124
4825,100,1365,965,5,124
4826,123,1368,966,1,124
4827,111,1368,966,2,124
4828,100,1368,966,3,124
4829,100,1368,966,4,124
4830,100,1368,966,5,124
4831,123,1346,967,1,124
4832,111,1346,967,2,124
4833,100,1346,967,3,124
4834,100,1346,967,4,124
4835,100,1346,967,5,124
4836,120,1372,968,1,124
4837,114,1372,968,2,124
4838,111,1372,968,3,124
4839,100,1372,968,4,124
4840,100,1372,968,5,124
4841,123,1364,969,1,124
4842,111,1364,969,2,124
4843,100,1364,969,3,124
4844,100,1364,969,4,124
4845,100,1364,969,5,124
4846,128,1369,970,1,124
4847,131,1369,970,2,124
4848,100,1369,970,3,124
4849,100,1369,970,4,124
4850,100,1369,970,5,124
4851,102,1377,971,1,124
4852,105,1377,971,2,124
4853,131,1377,971,3,124
4854,100,1377,971,4,124
4855,100,1377,971,5,124
4856,107,1374,972,1,124
4857,105,1374,972,2,124
4858,110,1374,972,3,124
4859,100,1374,972,4,124
4860,100,1374,972,5,124
4861,102,1376,973,1,124
4862,105,1376,973,2,124
4863,110,1376,973,3,124
4864,100,1376,973,4,124
4865,100,1376,973,5,124
4866,114,1375,974,1,124
4867,105,1375,974,2,124
4868,120,1375,974,3,124
4869,100,1375,974,4,124
4870,100,1375,974,5,124
4871,114,1379,975,1,124
4872,103,1379,975,2,124
4873,100,1379,975,3,124
4874,100,1379,975,4,124
4875,100,1379,975,5,124
4876,114,1371,976,1,124
4877,119,1371,976,2,124
4878,111,1371,976,3,124
4879,100,1371,976,4,124
4880,100,1371,976,5,124
4881,114,1378,977,1,124
4882,111,1378,977,2,124
4883,100,1378,977,3,124
4884,100,1378,977,4,124
4885,100,1378,977,5,124
4886,102,1380,978,1,124
4887,105,1380,978,2,124
4888,131,1380,978,3,124
4889,100,1380,978,4,124
4890,100,1380,978,5,124
4891,101,1370,979,1,124
4892,123,1370,979,2,124
4893,111,1370,979,3,124
4894,100,1370,979,4,124
4895,100,1370,979,5,124
4896,101,1384,980,1,124
4897,123,1384,980,2,124
4898,100,1384,980,3,124
4899,100,1384,980,4,124
4900,100,1384,980,5,124
4901,132,1381,981,1,124
4902,131,1381,981,2,124
4903,100,1381,981,3,124
4904,100,1381,981,4,124
4905,100,1381,981,5,124
4906,101,1363,982,1,124
4907,114,1363,982,2,124
4908,111,1363,982,3,124
4909,100,1363,982,4,124
4910,100,1363,982,5,124
4911,123,1389,983,1,124
4912,111,1389,983,2,124
4913,100,1389,983,3,124
4914,100,1389,983,4,124
4915,100,1389,983,5,124
4916,102,1385,984,1,124
4917,105,1385,984,2,124
4918,131,1385,984,3,124
4919,100,1385,984,4,124
4920,100,1385,984,5,124
4921,129,1393,985,1,124
4922,130,1393,985,2,124
4923,100,1393,985,3,124
4924,100,1393,985,4,124
4925,100,1393,985,5,124
4926,101,1299,986,1,129
4927,100,1299,986,2,129
4928,100,1299,986,3,129
4929,100,1299,986,4,129
4930,100,1299,986,5,129
4931,120,1292,987,1,117
4932,115,1292,987,2,117
4933,113,1292,987,3,117
4934,111,1292,987,4,117
4935,123,1292,987,5,117
4936,116,1300,988,1,129
4937,124,1300,988,2,129
4938,132,1300,988,3,129
4939,100,1300,988,4,129
4940,100,1300,988,5,129
4941,116,1298,989,1,126
4942,112,1298,989,2,126
4943,100,1298,989,3,126
4944,100,1298,989,4,126
4945,100,1298,989,5,126
4946,100,1294,990,1,126
4947,100,1294,990,2,126
4948,100,1294,990,3,126
4949,100,1294,990,4,126
4950,100,1294,990,5,126
4951,101,1299,991,1,126
4952,100,1299,991,2,126
4953,100,1299,991,3,126
4954,100,1299,991,4,126
4955,100,1299,991,5,126
4956,124,1301,992,1,129
4957,132,1301,992,2,129
4958,131,1301,992,3,129
4959,100,1301,992,4,129
4960,100,1301,992,5,129
4961,112,1302,993,1,129
4962,100,1302,993,2,129
4963,100,1302,993,3,129
4964,100,1302,993,4,129
4965,100,1302,993,5,129
4966,101,1303,994,1,129
4967,100,1303,994,2,129
4968,100,1303,994,3,129
4969,100,1303,994,4,129
4970,100,1303,994,5,129
4971,131,1304,995,1,129
4972,116,1304,995,2,129
4973,100,1304,995,3,129
4974,100,1304,995,4,129
4975,100,1304,995,5,129
4976,111,1305,996,1,129
4977,100,1305,996,2,129
4978,100,1305,996,3,129
4979,100,1305,996,4,129
4980,100,1305,996,5,129
4981,116,1307,997,1,129
4982,129,1307,997,2,129
4983,130,1307,997,3,129
4984,100,1307,997,4,129
4985,100,1307,997,5,129
4986,101,1308,998,1,129
4987,100,1308,998,2,129
4988,100,1308,998,3,129
4989,100,1308,998,4,129
4990,100,1308,998,5,129
4991,131,1309,999,1,129
4992,100,1309,999,2,129
4993,100,1309,999,3,129
4994,100,1309,999,4,129
4995,100,1309,999,5,129
4996,123,1310,1000,1,129
4997,113,1310,1000,2,129
4998,100,1310,1000,3,129
4999,100,1310,1000,4,129
5000,100,1310,1000,5,129
5001,131,1311,1001,1,129
5002,115,1311,1001,2,129
5003,100,1311,1001,3,129
5004,100,1311,1001,4,129
5005,100,1311,1001,5,129
5006,100,1302,1002,1,111
5007,100,1302,1002,2,111
5008,100,1302,1002,3,111
5009,100,1302,1002,4,111
5010,100,1302,1002,5,111
5011,130,1304,1003,1,111
5012,129,1304,1003,2,111
5013,100,1304,1003,3,111
5014,100,1304,1003,4,111
5015,100,1304,1003,5,111
5016,111,1305,1004,1,111
5017,101,1305,1004,2,111
5018,100,1305,1004,3,111
5019,100,1305,1004,4,111
5020,100,1305,1004,5,111
5021,101,1312,1005,1,129
5022,100,1312,1005,2,129
5023,100,1312,1005,3,129
5024,100,1312,1005,4,129
5025,100,1312,1005,5,129
5026,102,1313,1006,1,129
5027,119,1313,1006,2,129
5028,100,1313,1006,3,129
5029,100,1313,1006,4,129
5030,100,1313,1006,5,129
5031,101,1314,1007,1,129
5032,100,1314,1007,2,129
5033,100,1314,1007,3,129
5034,100,1314,1007,4,129
5035,100,1314,1007,5,129
5036,110,1315,1008,1,129
5037,124,1315,1008,2,129
5038,100,1315,1008,3,129
5039,100,1315,1008,4,129
5040,100,1315,1008,5,129
5041,131,1316,1009,1,129
5042,112,1316,1009,2,129
5043,100,1316,1009,3,129
5044,100,1316,1009,4,129
5045,100,1316,1009,5,129
5046,111,1317,1010,1,129
5047,123,1317,1010,2,129
5048,121,1317,1010,3,129
5049,100,1317,1010,4,129
5050,100,1317,1010,5,129
5051,111,1318,1011,1,129
5052,119,1318,1011,2,129
5053,100,1318,1011,3,129
5054,100,1318,1011,4,129
5055,100,1318,1011,5,129
5056,101,1319,1012,1,129
5057,100,1319,1012,2,129
5058,100,1319,1012,3,129
5059,100,1319,1012,4,129
5060,100,1319,1012,5,129
5061,111,1320,1013,1,129
5062,100,1320,1013,2,129
5063,100,1320,1013,3,129
5064,100,1320,1013,4,129
5065,100,1320,1013,5,129
5066,111,1321,1014,1,129
5067,105,1321,1014,2,129
5068,100,1321,1014,3,129
5069,100,1321,1014,4,129
5070,100,1321,1014,5,129
5071,111,1322,1015,1,129
5072,100,1322,1015,2,129
5073,100,1322,1015,3,129
5074,100,1322,1015,4,129
5075,100,1322,1015,5,129
5076,111,1323,1016,1,129
5077,100,1323,1016,2,129
5078,100,1323,1016,3,129
5079,100,1323,1016,4,129
5080,100,1323,1016,5,129
5081,110,1324,1017,1,129
5082,105,1324,1017,2,129
5083,106,1324,1017,3,129
5084,107,1324,1017,4,129
5085,100,1324,1017,5,129
5086,110,1325,1018,1,129
5087,115,1325,1018,2,129
5088,100,1325,1018,3,129
5089,100,1325,1018,4,129
5090,100,1325,1018,5,129
5091,100,1306,1019,1,129
5092,100,1306,1019,2,129
5093,100,1306,1019,3,129
5094,100,1306,1019,4,129
5095,100,1306,1019,5,129
5096,100,1326,1020,1,129
5097,100,1326,1020,2,129
5098,100,1326,1020,3,129
5099,100,1326,1020,4,129
5100,100,1326,1020,5,129
5101,113,1327,1021,1,129
5102,100,1327,1021,2,129
5103,100,1327,1021,3,129
5104,100,1327,1021,4,129
5105,100,1327,1021,5,129
5106,123,1328,1022,1,129
5107,121,1328,1022,2,129
5108,114,1328,1022,3,129
5109,100,1328,1022,4,129
5110,100,1328,1022,5,129
5111,112,1329,1023,1,129
5112,100,1329,1023,2,129
5113,100,1329,1023,3,129
5114,100,1329,1023,4,129
5115,100,1329,1023,5,129
5116,101,1330,1024,1,129
5117,123,1330,1024,2,129
5118,121,1330,1024,3,129
5119,100,1330,1024,4,129
5120,100,1330,1024,5,129
5121,102,1331,1025,1,129
5122,103,1331,1025,2,129
5123,131,1331,1025,3,129
5124,100,1331,1025,4,129
5125,100,1331,1025,5,129
5126,111,1332,1026,1,129
5127,100,1332,1026,2,129
5128,100,1332,1026,3,129
5129,100,1332,1026,4,129
5130,100,1332,1026,5,129
5131,129,1307,1027,1,135
5132,127,1307,1027,2,135
5133,116,1307,1027,3,135
5134,132,1307,1027,4,135
5135,120,1307,1027,5,135
5136,123,1310,1028,1,135
5137,121,1310,1028,2,135
5138,111,1310,1028,3,135
5139,114,1310,1028,4,135
5140,100,1310,1028,5,135
5141,130,1311,1029,1,135
5142,129,1311,1029,2,135
5143,115,1311,1029,3,135
5144,120,1311,1029,4,135
5145,100,1311,1029,5,135
5146,102,1313,1030,1,138
5147,108,1313,1030,2,138
5148,103,1313,1030,3,138
5149,116,1313,1030,4,138
5150,128,1313,1030,5,138
5151,120,1549,1031,1,138
5152,117,1549,1031,2,138
5153,126,1549,1031,3,138
5154,118,1549,1031,4,138
5155,110,1549,1031,5,138
5156,129,1509,1032,1,138
5157,131,1509,1032,2,138
5158,116,1509,1032,3,138
5159,117,1509,1032,4,138
5160,120,1509,1032,5,138
5161,123,1361,1033,1,124
5162,111,1361,1033,2,124
5163,100,1361,1033,3,124
5164,100,1361,1033,4,124
5165,100,1361,1033,5,124
5166,101,1388,1034,1,124
5167,109,1388,1034,2,124
5168,111,1388,1034,3,124
5169,100,1388,1034,4,124
5170,100,1388,1034,5,124
5171,114,1392,1035,1,124
5172,102,1392,1035,2,124
5173,100,1392,1035,3,124
5174,100,1392,1035,4,124
5175,100,1392,1035,5,124
5176,101,1387,1036,1,124
5177,109,1387,1036,2,124
5178,100,1387,1036,3,124
5179,100,1387,1036,4,124
5180,100,1387,1036,5,124
5181,114,1394,1037,1,124
5182,105,1394,1037,2,124
5183,111,1394,1037,3,124
5184,100,1394,1037,4,124
5185,100,1394,1037,5,124
5186,114,1398,1038,1,124
5187,123,1398,1038,2,124
5188,100,1398,1038,3,124
5189,100,1398,1038,4,124
5190,100,1398,1038,5,124
5191,114,1400,1039,1,124
5192,123,1400,1039,2,124
5193,100,1400,1039,3,124
5194,100,1400,1039,4,124
5195,100,1400,1039,5,124
5196,102,1404,1040,1,124
5197,111,1404,1040,2,124
5198,100,1404,1040,3,124
5199,100,1404,1040,4,124
5200,100,1404,1040,5,124
5201,114,1397,1041,1,124
5202,123,1397,1041,2,124
5203,100,1397,1041,3,124
5204,100,1397,1041,4,124
5205,100,1397,1041,5,124
5206,123,1396,1042,1,124
5207,114,1396,1042,2,124
5208,100,1396,1042,3,124
5209,100,1396,1042,4,124
5210,100,1396,1042,5,124
5211,115,1403,1043,1,124
5212,118,1403,1043,2,124
5213,116,1403,1043,3,124
5214,110,1403,1043,4,124
5215,100,1403,1043,5,124
5216,120,1402,1044,1,124
5217,131,1402,1044,2,124
5218,100,1402,1044,3,124
5219,100,1402,1044,4,124
5220,100,1402,1044,5,124
5221,109,1390,1045,1,124
5222,110,1390,1045,2,124
5223,123,1390,1045,3,124
5224,100,1390,1045,4,124
5225,100,1390,1045,5,124
5226,102,1405,1046,1,124
5227,110,1405,1046,2,124
5228,109,1405,1046,3,124
5229,123,1405,1046,4,124
5230,100,1405,1046,5,124
5231,123,1391,1047,1,124
5232,100,1391,1047,2,124
5233,100,1391,1047,3,124
5234,100,1391,1047,4,124
5235,100,1391,1047,5,124
5236,118,1410,1048,1,124
5237,108,1410,1048,2,124
5238,100,1410,1048,3,124
5239,100,1410,1048,4,124
5240,100,1410,1048,5,124
5241,111,1386,1049,1,124
5242,100,1386,1049,2,124
5243,100,1386,1049,3,124
5244,100,1386,1049,4,124
5245,100,1386,1049,5,124
5246,108,1413,1050,1,124
5247,115,1413,1050,2,124
5248,100,1413,1050,3,124
5249,100,1413,1050,4,124
5250,100,1413,1050,5,124
5251,114,1414,1051,1,124
5252,111,1414,1051,2,124
5253,100,1414,1051,3,124
5254,100,1414,1051,4,124
5255,100,1414,1051,5,124
5256,123,1415,1052,1,124
5257,100,1415,1052,2,124
5258,100,1415,1052,3,124
5259,100,1415,1052,4,124
5260,100,1415,1052,5,124
5261,105,1416,1053,1,124
5262,108,1416,1053,2,124
5263,100,1416,1053,3,124
5264,100,1416,1053,4,124
5265,100,1416,1053,5,124
5266,123,1417,1054,1,124
5267,100,1417,1054,2,124
5268,100,1417,1054,3,124
5269,100,1417,1054,4,124
5270,100,1417,1054,5,124
5271,106,1412,1055,1,124
5272,118,1412,1055,2,124
5273,100,1412,1055,3,124
5274,100,1412,1055,4,124
5275,100,1412,1055,5,124
5276,131,1420,1056,1,124
5277,123,1420,1056,2,124
5278,100,1420,1056,3,124
5279,100,1420,1056,4,124
5280,100,1420,1056,5,124
5281,114,1418,1057,1,124
5282,131,1418,1057,2,124
5283,100,1418,1057,3,124
5284,100,1418,1057,4,124
5285,100,1418,1057,5,124
5286,103,1421,1058,1,124
5287,106,1421,1058,2,124
5288,108,1421,1058,3,124
5289,118,1421,1058,4,124
5290,100,1421,1058,5,124
5291,114,1422,1059,1,124
5292,123,1422,1059,2,124
5293,100,1422,1059,3,124
5294,100,1422,1059,4,124
5295,100,1422,1059,5,124
5296,111,1306,1060,1,117
5297,123,1306,1060,2,117
5298,100,1306,1060,3,117
5299,100,1306,1060,4,117
5300,100,1306,1060,5,117
5301,132,1282,1061,1,116
5302,100,1282,1061,2,116
5303,100,1282,1061,3,116
5304,100,1282,1061,4,116
5305,100,1282,1061,5,116
5306,100,1308,1062,1,116
5307,100,1308,1062,2,116
5308,100,1308,1062,3,116
5309,100,1308,1062,4,116
5310,100,1308,1062,5,116
5311,103,1331,1063,1,116
5312,100,1331,1063,2,116
5313,100,1331,1063,3,116
5314,100,1331,1063,4,116
5315,100,1331,1063,5,116
5316,120,1446,1064,1,116
5317,100,1446,1064,2,116
5318,100,1446,1064,3,116
5319,100,1446,1064,4,116
5320,100,1446,1064,5,116
5321,103,1309,1065,1,116
5322,100,1309,1065,2,116
5323,100,1309,1065,3,116
5324,100,1309,1065,4,116
5325,100,1309,1065,5,116
5326,101,1312,1066,1,116
5327,100,1312,1066,2,116
5328,100,1312,1066,3,116
5329,100,1312,1066,4,116
5330,100,1312,1066,5,116
5331,101,1314,1067,1,116
5332,119,1314,1067,2,116
5333,100,1314,1067,3,116
5334,100,1314,1067,4,116
5335,100,1314,1067,5,116
5336,103,1316,1068,1,116
5337,101,1316,1068,2,116
5338,100,1316,1068,3,116
5339,100,1316,1068,4,116
5340,100,1316,1068,5,116
5341,111,1318,1069,1,116
5342,101,1318,1069,2,116
5343,100,1318,1069,3,116
5344,100,1318,1069,4,116
5345,100,1318,1069,5,116
5346,101,1319,1070,1,116
5347,100,1319,1070,2,116
5348,100,1319,1070,3,116
5349,100,1319,1070,4,116
5350,100,1319,1070,5,116
5351,101,1356,1071,1,116
5352,121,1356,1071,2,116
5353,123,1356,1071,3,116
5354,100,1356,1071,4,116
5355,100,1356,1071,5,116
5356,130,1445,1072,1,116
5357,100,1445,1072,2,116
5358,100,1445,1072,3,116
5359,100,1445,1072,4,116
5360,100,1445,1072,5,116
5361,117,1515,1073,1,116
5362,118,1515,1073,2,116
5363,119,1515,1073,3,116
5364,100,1515,1073,4,116
5365,100,1515,1073,5,116
5366,111,1333,1074,1,116
5367,100,1333,1074,2,116
5368,100,1333,1074,3,116
5369,100,1333,1074,4,116
5370,100,1333,1074,5,116
5371,119,1338,1075,1,116
5372,118,1338,1075,2,116
5373,126,1338,1075,3,116
5374,100,1338,1075,4,116
5375,100,1338,1075,5,116
5376,111,1345,1076,1,116
5377,100,1345,1076,2,116
5378,100,1345,1076,3,116
5379,100,1345,1076,4,116
5380,100,1345,1076,5,116
5381,111,1370,1077,1,116
5382,100,1370,1077,2,116
5383,100,1370,1077,3,116
5384,100,1370,1077,4,116
5385,100,1370,1077,5,116
5386,120,1401,1078,1,124
5387,131,1401,1078,2,124
5388,114,1401,1078,3,124
5389,100,1401,1078,4,124
5390,100,1401,1078,5,124
5391,115,1409,1079,1,124
5392,128,1409,1079,2,124
5393,100,1409,1079,3,124
5394,100,1409,1079,4,124
5395,100,1409,1079,5,124
5396,102,1419,1080,1,124
5397,105,1419,1080,2,124
5398,131,1419,1080,3,124
5399,100,1419,1080,4,124
5400,100,1419,1080,5,124
5401,123,1424,1081,1,124
5402,111,1424,1081,2,124
5403,100,1424,1081,3,124
5404,100,1424,1081,4,124
5405,100,1424,1081,5,124
5406,123,1423,1082,1,124
5407,111,1423,1082,2,124
5408,100,1423,1082,3,124
5409,100,1423,1082,4,124
5410,100,1423,1082,5,124
5411,123,1426,1083,1,124
5412,122,1426,1083,2,124
5413,100,1426,1083,3,124
5414,100,1426,1083,4,124
5415,100,1426,1083,5,124
5416,105,1428,1084,1,124
5417,108,1428,1084,2,124
5418,110,1428,1084,3,124
5419,100,1428,1084,4,124
5420,100,1428,1084,5,124
5421,105,1321,1085,1,141
5422,107,1321,1085,2,141
5423,112,1321,1085,3,141
5424,100,1321,1085,4,141
5425,100,1321,1085,5,141
5426,102,1320,1086,1,140
5427,112,1320,1086,2,140
5428,100,1320,1086,3,140
5429,100,1320,1086,4,140
5430,100,1320,1086,5,140
5431,111,1333,1087,1,135
5432,105,1333,1087,2,135
5433,114,1333,1087,3,135
5434,100,1333,1087,4,135
5435,100,1333,1087,5,135
5436,100,1326,1088,1,135
5437,100,1326,1088,2,135
5438,100,1326,1088,3,135
5439,100,1326,1088,4,135
5440,100,1326,1088,5,135
5441,111,1334,1089,1,135
5442,105,1334,1089,2,135
5443,114,1334,1089,3,135
5444,100,1334,1089,4,135
5445,100,1334,1089,5,135
5446,120,1339,1090,1,135
5447,130,1339,1090,2,135
5448,129,1339,1090,3,135
5449,115,1339,1090,4,135
5450,119,1339,1090,5,135
5451,100,1322,1091,1,143
5452,100,1322,1091,2,143
5453,100,1322,1091,3,143
5454,100,1322,1091,4,143
5455,100,1322,1091,5,143
5456,111,1323,1092,1,131
5457,100,1323,1092,2,131
5458,100,1323,1092,3,131
5459,100,1323,1092,4,131
5460,100,1323,1092,5,131
5461,105,1324,1093,1,131
5462,107,1324,1093,2,131
5463,100,1324,1093,3,131
5464,100,1324,1093,4,131
5465,100,1324,1093,5,131
5466,104,1325,1094,1,131
5467,107,1325,1094,2,131
5468,105,1325,1094,3,131
5469,100,1325,1094,4,131
5470,100,1325,1094,5,131
5471,100,1327,1095,1,131
5472,100,1327,1095,2,131
5473,100,1327,1095,3,131
5474,100,1327,1095,4,131
5475,100,1327,1095,5,131
5476,100,1329,1096,1,131
5477,100,1329,1096,2,131
5478,100,1329,1096,3,131
5479,100,1329,1096,4,131
5480,100,1329,1096,5,131
5481,108,1411,1097,1,124
5482,115,1411,1097,2,124
5483,118,1411,1097,3,124
5484,103,1411,1097,4,124
5485,100,1411,1097,5,124
5486,123,1425,1098,1,124
5487,100,1425,1098,2,124
5488,100,1425,1098,3,124
5489,100,1425,1098,4,124
5490,100,1425,1098,5,124
5491,114,1433,1099,1,124
5492,100,1433,1099,2,124
5493,100,1433,1099,3,124
5494,100,1433,1099,4,124
5495,100,1433,1099,5,124
5496,114,1432,1100,1,124
5497,100,1432,1100,2,124
5498,100,1432,1100,3,124
5499,100,1432,1100,4,124
5500,100,1432,1100,5,124
5501,103,1431,1101,1,124
5502,115,1431,1101,2,124
5503,105,1431,1101,3,124
5504,110,1431,1101,4,124
5505,108,1431,1101,5,124
5506,123,1427,1102,1,124
5507,100,1427,1102,2,124
5508,100,1427,1102,3,124
5509,100,1427,1102,4,124
5510,100,1427,1102,5,124
5511,123,1408,1103,1,124
5512,100,1408,1103,2,124
5513,100,1408,1103,3,124
5514,100,1408,1103,4,124
5515,100,1408,1103,5,124
5516,123,1430,1104,1,124
5517,100,1430,1104,2,124
5518,100,1430,1104,3,124
5519,100,1430,1104,4,124
5520,100,1430,1104,5,124
5521,108,1406,1105,1,124
5522,115,1406,1105,2,124
5523,100,1406,1105,3,124
5524,100,1406,1105,4,124
5525,100,1406,1105,5,124
5526,108,1437,1106,1,124
5527,110,1437,1106,2,124
5528,115,1437,1106,3,124
5529,131,1437,1106,4,124
5530,100,1437,1106,5,124
5531,114,1429,1107,1,124
5532,101,1429,1107,2,124
5533,100,1429,1107,3,124
5534,100,1429,1107,4,124
5535,100,1429,1107,5,124
5536,102,1438,1108,1,124
5537,108,1438,1108,2,124
5538,103,1438,1108,3,124
5539,131,1438,1108,4,124
5540,100,1438,1108,5,124
5541,123,1399,1109,1,124
5542,100,1399,1109,2,124
5543,100,1399,1109,3,124
5544,100,1399,1109,4,124
5545,100,1399,1109,5,124
5546,120,1439,1110,1,124
5547,110,1439,1110,2,124
5548,100,1439,1110,3,124
5549,100,1439,1110,4,124
5550,100,1439,1110,5,124
5551,110,1443,1111,1,124
5552,120,1443,1111,2,124
5553,115,1443,1111,3,124
5554,100,1443,1111,4,124
5555,100,1443,1111,5,124
5556,130,1445,1112,1,124
5557,131,1445,1112,2,124
5558,100,1445,1112,3,124
5559,100,1445,1112,4,124
5560,100,1445,1112,5,124
5561,105,1448,1113,1,124
5562,108,1448,1113,2,124
5563,115,1448,1113,3,124
5564,100,1448,1113,4,124
5565,100,1448,1113,5,124
5566,102,1442,1114,1,124
5567,111,1442,1114,2,124
5568,100,1442,1114,3,124
5569,100,1442,1114,4,124
5570,100,1442,1114,5,124
5571,110,1446,1115,1,124
5572,120,1446,1115,2,124
5573,115,1446,1115,3,124
5574,103,1446,1115,4,124
5575,100,1446,1115,5,124
5576,129,1453,1116,1,124
5577,127,1453,1116,2,124
5578,131,1453,1116,3,124
5579,100,1453,1116,4,124
5580,100,1453,1116,5,124
5581,127,1454,1117,1,124
5582,131,1454,1117,2,124
5583,100,1454,1117,3,124
5584,100,1454,1117,4,124
5585,100,1454,1117,5,124
5586,127,1455,1118,1,124
5587,131,1455,1118,2,124
5588,100,1455,1118,3,124
5589,100,1455,1118,4,124
5590,100,1455,1118,5,124
5591,110,1946,1119,1,124
5592,120,1946,1119,2,124
5593,104,1946,1119,3,124
5594,105,1946,1119,4,124
5595,100,1946,1119,5,124
5596,110,1828,1120,1,124
5597,120,1828,1120,2,124
5598,104,1828,1120,3,124
5599,100,1828,1120,4,124
5600,100,1828,1120,5,124
5601,111,1334,1121,1,115
5602,114,1334,1121,2,115
5603,100,1334,1121,3,115
5604,100,1334,1121,4,115
5605,100,1334,1121,5,115
5606,100,1335,1122,1,115
5607,100,1335,1122,2,115
5608,100,1335,1122,3,115
5609,100,1335,1122,4,115
5610,100,1335,1122,5,115
5611,100,1336,1123,1,115
5612,100,1336,1123,2,115
5613,100,1336,1123,3,115
5614,100,1336,1123,4,115
5615,100,1336,1123,5,115
5616,114,1337,1124,1,115
